type,출발_건물명,출발_주소,출발_lon,출발_lat,경유_도로명,경유_lon,경유_lat,도착_건물명,도착_주소,도착_lon,도착_lat
출근,철산래미안자이아파트 노인정,경기 광명시 디지털로 56,126.873803339465,37.4717551685284,경부고속도로(양재IC),127.03649072853756,37.46775739306534,떡담 본사직영점,서울 서초구 강남대로 27,127.03925707248,37.4681074754562
출근,광명자이힐스테이트SKVIEW 견본주택,,126.862720557728,37.4901071650452,경부고속도로(양재IC),127.03649072853756,37.46775739306534,창화당 본사,서울 서초구 강남대로 27,127.03902777194381,37.46844182646262
출근,길음뉴타운8단지래미안아파트,서울 성북구 길음로 33,127.018401254239,37.6076630968992,양재대로(양재IC),127.03295036146442,37.46292008266235,현대자동차 본사,서울 서초구 헌릉로 12,127.0432759357366,37.46459483133187
출근,길음뉴타운8단지래미안아파트,서울 성북구 길음로 33,127.018401254239,37.6076630968992,양재대로(양재IC),127.03295036146442,37.46292008266235,테라다인코리아 본사,서울 서초구 매헌로 16,127.036853715504,37.4633112651831
출근,강서한강자이아파트,서울 강서구 양천로55길 55,126.84895972005735,37.56624478062903,양재대로(양재IC),127.03295036146442,37.46292008266235,기아 본사,서울 서초구 헌릉로 12,127.04234317587624,37.4642212494657
출근,강변힐스테이트아파트 상가동,서울 강서구 양천로75길 19,126.873969069942,37.5507265297503,양재대로(양재IC),127.03295036146442,37.46292008266235,이지수능교육 서울본사,서울 서초구 강남대로10길 23,127.04065007007001,37.46870887974974
출근,남서울힐스테이트아파트 상가,서울 금천구 시흥대로 165,126.90199310132,37.4472275339529,양재대로(양재IC),127.03295036146442,37.46292008266235,대한전선 본사,서울 서초구 양재대로2길 18,127.02355524143636,37.45975746889215
출근,평창동롯데캐슬로잔아파트,서울 종로구 평창문화로 156,126.97739864484937,37.60997971216521,경인고속국도(신월IC),126.83024980839431,37.52788423935813,에이엔타워,서울 양천구 곰달래로1길 67,126.829531370907,37.535156443243
출근,구리갈매푸르지오아파트,경기 구리시 갈매중앙로 16,127.11469253884862,37.625812357845284,경인고속국도(신월IC),126.83024980839431,37.52788423935813,와이타워962,서울 양천구 가로공원로 130,126.830371507997,37.5358820567282
출근,래미안석관아파트,서울 성북구 화랑로 214,127.0545202288941,37.608365521736864,경인고속국도(신월IC),126.83024980839431,37.52788423935813,성현산업 본사,서울 양천구 가로공원로 148,126.832519295207,37.5362446211068
출근,광명아크포레자이위브아파트 후문,경기 광명시 새터로 44-7,126.855646359936,37.4737814758501,경인고속국도(신월IC),126.83024980839431,37.52788423935813,이지스오토랩 본사,서울 양천구 가로공원로 133,126.830830098146,37.5367251491342
출근,관악드림타운아파트,서울 관악구 성현로 80,126.95024706445757,37.49020798172745,경인고속국도(신월IC),126.83024980839431,37.52788423935813,제브라다니오 본사,서울 강서구 월정로 136,126.837852682499,37.5311253743395
출근,마곡13단지힐스테이트마스터아파트,서울 강서구 마곡중앙1로 71,126.81777865696877,37.55771609731765,성산대교,126.88908359340157,37.554839058727,동원빌딩,서울 마포구 망원로 21,126.899423907235,37.5563443483777
출근,강서한강자이아파트,서울 강서구 양천로55길 55,126.84895972005735,37.56624478062903,성산대교,126.88908359340157,37.554839058727,현대빌딩,서울 마포구 망원로 8,126.89784478155744,37.5557636514933
출근,남서울힐스테이트아파트 관리사무소,서울 금천구 시흥대로 165,126.901133580538,37.4477169695974,성산대교,126.88908359340157,37.554839058727,태양빌딩,서울 마포구 망원로 24,126.899623398979,37.5561174668551
출근,래미안포레아파트,서울 강남구 밤고개로21길 25,127.10948007273332,37.475404710357246,성산대교,126.88908359340157,37.554839058727,토기장이빌딩,서울 마포구 망원로 26,126.899908622062,37.5560996890443
출근,방배래미안아트힐아파트,서울 서초구 남부순환로 2311-12,127.00511465214285,37.477675406635306,성산대교,126.88908359340157,37.554839058727,오일빌딩,서울 마포구 망원로 25,126.899912589883,37.5565177550886
